MN_CRE106,MN_CRE111,MN_CRE112,MN_CRE11,MN_CRE124,MN_CRE127,MN_CRE128,MN_CRE129,MN_CRE12,MN_CRE131,MN_CRE132,MN_CRE133,MN_CRE134,MN_CRE137,MN_CRE138,MN_CRE142,MN_CRE143,MN_CRE144,MN_CRE145,MN_CRE146,MN_CRE147,MN_CRE150,MN_CRE151,MN_CRE153,MN_CRE156,MN_CRE157,MN_CRE158,MN_CRE159,MN_CRE15,MN_CRE161,MN_CRE162,MN_CRE163,MN_CRE169,MN_CRE174,MN_CRE178,MN_CRE179,MN_CRE184,MN_CRE188,MN_CRE189,MN_CRE18,MN_CRE190,MN_CRE196,MN_CRE197,MN_CRE198,MN_CRE19,MN_CRE203,MN_CRE204,MN_CRE205,MN_CRE207,MN_CRE209,MN_CRE20,MN_CRE210,MN_CRE214,MN_CRE215,MN_CRE216,MN_CRE219,MN_CRE220,MN_CRE221,MN_CRE222,MN_CRE223,MN_CRE225,MN_CRE226,MN_CRE227,MN_CRE229,MN_CRE22,MN_CRE230,MN_CRE232,MN_CRE235,MN_CRE236,MN_CRE237,MN_CRE238,MN_CRE23,MN_CRE240,MN_CRE241,MN_CRE243,MN_CRE248,MN_CRE249,MN_CRE250,MN_CRE30,MN_CRE31,MN_CRE36,MN_CRE39,MN_CRE3,MN_CRE40,MN_CRE41,MN_CRE42,MN_CRE47,MN_CRE4,MN_CRE50,MN_CRE60,MN_CRE63,MN_CRE67,MN_CRE6,MN_CRE73,MN_CRE76,MN_CRE77,MN_CRE78,MN_CRE81,MN_CRE82,MN_CRE83,MN_CRE94,MN_CRE97,TN_CRE104,TN_CRE106,TN_CRE10,TN_CRE110,TN_CRE111,TN_CRE112,TN_CRE113,TN_CRE114,TN_CRE117,TN_CRE121,TN_CRE125,TN_CRE126,TN_CRE12,TN_CRE131,TN_CRE134,TN_CRE136,TN_CRE142,TN_CRE144,TN_CRE145,TN_CRE148,TN_CRE150,TN_CRE153,TN_CRE155,TN_CRE21,TN_CRE24,TN_CRE25,TN_CRE29,TN_CRE37,TN_CRE39,TN_CRE3,TN_CRE40,TN_CRE41,TN_CRE42,TN_CRE44,TN_CRE50,TN_CRE51,TN_CRE53,TN_CRE56,TN_CRE58,TN_CRE59,TN_CRE64,TN_CRE66,TN_CRE70,TN_CRE72,TN_CRE74,TN_CRE76,TN_CRE77,TN_CRE79,TN_CRE7,TN_CRE82,TN_CRE85,TN_CRE86,TN_CRE88,TN_CRE89,TN_CRE94,TN_CRE95,TN_CRE99
58667,58737,58666,59867,57266,58694,58650,58666,58655,59845,59854,58618,58664,58668,59847,59840,1704,58656,58662,58661,58309,58622,58649,57681,58693,58660,58665,58676,58663,59790,58642,59815,58663,58697,58674,58678,58581,58650,17417,58665,92979,58654,58666,58229,58632,58457,58665,58665,58665,59841,58668,59836,58667,58649,58649,58671,58668,58667,58199,59854,58230,58122,59767,58675,58663,58649,58668,58664,58661,58665,58466,58694,93418,58660,58661,58692,58663,58662,58689,58463,58662,58661,58662,58718,58699,58394,58569,58661,17957,58705,58691,58701,59850,58665,58672,58689,58692,58649,58690,58648,58664,58693,59762,11,1704,58938,18060,58941,1689,59811,87087,17330,59686,58698,58687,17228,59768,13,58916,58688,18092,59703,57965,59718,59743,59745,19242,59665,58672,18583,90918,1679,17,90757,59672,58688,59713,59718,1627,59742,21,58898,19445,8,59753,59766,1680,0,1633,59836,58666,19487,18,17291,7,17334,16,58696,1620
63656,63734,63656,65257,62237,63684,63649,63654,63652,65230,65247,63652,63654,63658,65236,65232,1091,63682,63652,63650,63300,63640,63648,62691,63688,63652,63655,63669,63652,65182,63642,65209,63652,63690,63664,63668,63571,63650,18806,63654,100898,63644,63658,63221,63657,63446,63654,63654,63655,65227,63658,65223,63656,63650,63649,63659,63657,63656,63324,65247,63381,63256,65154,63665,63652,63652,63659,63653,63650,63657,63451,63682,101395,63651,63651,63683,63652,63651,63678,63456,63652,63650,63651,63715,63700,63384,63569,63650,19664,63695,63679,63693,65231,63654,63661,63679,63685,63648,63681,63647,63653,63687,65106,1628,1107,64261,19656,64265,1066,65165,94651,18906,65040,63688,63677,18810,65116,1628,64243,63675,19615,65062,63308,65075,65082,65099,20901,65013,63675,20158,98570,1096,1638,98735,65041,63682,65063,65072,210,65092,1633,64214,21122,1645,65130,65123,1083,1633,0,65228,63676,21166,1628,18880,1624,18901,1630,63686,192
18455,18557,18456,58,18138,18464,18418,18453,18449,56,53,18420,18453,18459,54,47,65106,18457,18451,18444,18376,18455,18433,18123,18464,18450,18456,18466,18454,60,18434,66,18450,18464,18461,18469,18445,18451,75564,18452,119484,18451,18456,18266,18455,18430,18453,18452,18455,64,18456,59,18454,18438,18438,18458,18454,18454,18114,57,18111,17984,58,18464,18451,18423,18457,18451,18448,18457,18398,18432,121353,18450,18449,18458,18449,18449,18452,18418,18449,18448,18449,18518,18509,18377,18443,18449,75564,18473,18429,18471,58,18452,18447,18452,18458,18435,18457,18448,18453,18463,438,59833,65195,19017,77694,19041,64580,551,112943,73455,433,18452,18446,72405,434,60115,18992,18419,76707,434,18153,431,436,435,76024,435,18442,74349,116775,63762,59593,116367,431,18454,430,432,65092,432,59252,19003,77339,59767,465,433,64602,59836,65228,0,18441,77588,59867,73162,59896,73417,59681,18457,65177
62,180,66,18550,61,67,63,59,60,18516,18535,66,61,68,18510,18467,63671,60,58,54,61,67,58,65,72,56,64,67,60,18295,38,18367,56,69,71,82,61,58,73484,58,117412,61,65,61,62,63,59,58,60,18378,62,18420,60,43,45,64,61,61,17445,18446,17525,17181,18228,72,59,69,63,61,54,65,65,59,118609,57,56,60,57,55,61,59,56,54,58,171,168,60,61,56,73635,73,57,72,18505,60,57,56,62,56,59,56,60,66,18220,58678,63734,17864,75779,17950,62959,18249,110321,71737,17996,51,1,70536,18316,59016,17814,34,74754,18096,373,18107,18230,18198,74061,17912,3,72587,113811,62161,58431,113851,18036,46,18106,18113,63585,18135,57995,17847,75621,58602,18353,18193,63072,58666,63676,18441,0,75944,58752,71396,58772,71669,58518,51,63701
75963,76061,75966,77635,74527,75968,75787,75960,75952,77615,77627,75788,75961,75968,77613,77599,21159,75922,75959,75957,75571,75917,75890,74553,75959,75954,75963,75947,75924,77533,75900,77558,75959,75964,75970,75972,75859,75930,24199,75961,119238,75950,75964,75308,75920,75758,75962,75961,75961,77605,75966,77578,75963,75866,75868,75966,75963,75961,75186,77624,75188,75074,77508,75935,75962,75786,75964,75960,75957,75964,75678,75901,120930,75958,75957,75966,75959,75957,75946,75734,75956,75957,75959,75965,75937,75672,75842,75957,25083,75977,75896,75972,77608,75960,75939,75955,75964,75885,75964,75887,75962,75960,77479,19509,21165,76584,24336,76596,21067,77544,113341,23922,77396,75969,75956,23765,77495,19577,76570,75916,24688,77413,75238,77427,77455,77465,56,77346,75937,24305,117602,20904,19457,117085,77392,75962,77419,77432,21115,77454,19425,76543,16,19523,77507,77484,21039,19487,21166,77588,75944,0,19516,23887,19512,23922,19493,75967,21127
58737,58807,58736,59898,57329,58764,58720,58736,58725,59876,59883,58688,58734,58738,59879,59874,1705,58737,58732,58731,58379,58703,58728,57762,58764,58732,58735,58744,58733,59825,58720,59852,58733,58770,58744,58748,58651,58729,17417,58735,92985,58724,58736,58299,58713,58527,58735,58735,58734,59871,58738,59864,58736,58727,58727,58740,58737,58736,58262,59887,58294,58187,59799,58745,58733,58724,58738,58734,58731,58735,58536,58764,93426,58730,58731,58762,58733,58732,58760,58537,58732,58731,58732,58788,58781,58468,58650,58731,17999,58775,58761,58772,59885,58735,58740,58758,58762,58727,58760,58727,58734,58762,59805,7,1706,58973,18086,58972,1682,59857,87100,17351,59742,58769,58760,17260,59805,11,58959,58758,18108,59758,58055,59756,59777,59787,19281,59711,58756,18615,90939,1693,6,90775,59725,58763,59757,59762,1627,59782,18,58930,19478,12,59801,59808,1690,18,1628,59867,58752,19516,0,17332,9,17354,10,58766,1616
71423,71515,71424,73186,70056,71423,71230,71420,71416,73162,73178,71232,71419,71425,73157,73155,18969,71412,71417,71414,71063,71401,71414,70386,71418,71415,71420,71410,71417,73090,71379,73123,71417,71428,71429,71428,71313,71416,23163,71419,113121,71409,71422,70809,71415,71210,71420,71419,71419,73161,71423,73148,71421,71385,71386,71424,71422,71421,70876,73180,70924,70779,73078,71432,71419,71237,71423,71418,71415,71421,71151,71423,114369,71416,71415,71422,71417,71416,71407,71189,71414,71415,71417,71500,71494,71114,71310,71415,23475,71433,71418,71425,73157,71421,71403,71418,71425,71413,71420,71412,71420,71417,73020,17324,18981,72129,23799,72132,18854,73074,106801,8,72942,71425,71416,12,73027,17366,72120,71413,23216,72959,70883,72967,72986,73001,23621,72902,71414,23968,111022,18741,17281,110958,72944,71426,72961,72968,18885,72995,17236,72086,23842,17327,73040,73022,18851,17291,18880,73162,71396,23887,17332,0,17325,4,17289,71423,18895
58754,58824,58753,59929,57343,58781,58737,58753,58742,59907,59915,58705,58751,58755,59909,59903,1705,58736,58749,58748,58396,58705,58730,57761,58781,58749,58752,58761,58750,59853,58721,59881,58750,58787,58761,58765,58668,58732,17444,58752,92999,58741,58753,58316,58715,58544,58752,58752,58752,59903,58755,59897,58754,58730,58730,58758,58755,58754,58268,59916,58300,58193,59828,58762,58750,58740,58755,58751,58748,58752,58553,58781,93442,58747,58748,58779,58750,58749,58777,58552,58749,58748,58749,58810,58799,58483,58666,58748,18005,58792,58778,58789,59913,58752,58757,58775,58779,58729,58777,58729,58751,58779,59825,5,1699,58983,18086,58986,1682,59878,87092,17343,59760,58786,58777,17249,59828,9,58964,58775,18100,59779,58055,59785,59804,59807,19264,59732,58771,18616,90947,1686,10,90774,59758,58780,59778,59782,1624,59803,17,58944,19474,10,59823,59828,1679,7,1624,59896,58772,19512,9,17325,0,17347,12,58783,1609
71698,71794,71699,73448,70331,71698,71502,71694,71691,73425,73440,71504,71694,71700,73420,73416,18996,71686,71692,71692,71348,71679,71688,70669,71694,71688,71695,71689,71692,73350,71652,73379,71692,71700,71704,71704,71588,71690,23268,71694,113241,71684,71697,71089,71689,71489,71695,71694,71694,73424,71698,73411,71696,71659,71663,71699,71697,71696,71129,73437,71180,71033,73334,71709,71690,71513,71697,71693,71690,71697,71427,71698,114517,71691,71690,71697,71692,71691,71676,71459,71689,71690,71693,71777,71772,71384,71572,71690,23540,71708,71693,71704,73419,71687,71678,71694,71700,71687,71695,71686,71696,71696,73273,17349,19008,72352,23857,72358,18876,73331,106927,4,73193,71700,71690,28,73288,17385,72340,71688,23274,73217,71140,73219,73246,73259,23672,73156,71682,24027,111161,18776,17318,111043,73193,71700,73220,73224,18914,73253,17273,72313,23878,17354,73302,73276,18884,17334,18901,73417,71669,23922,17354,4,17347,0,17313,71697,18929
58509,58579,58508,59713,57105,58536,58492,58508,58498,59688,59699,58460,58506,58510,59695,59688,1707,58511,58504,58503,58152,58478,58502,57537,58538,58505,58507,58518,58505,59641,58495,59666,58505,58542,58516,58520,58422,58504,17389,58507,92889,58496,58508,58071,58488,58299,58507,58507,58507,59688,58510,59681,58509,58502,58502,58513,58510,58509,58089,59704,58118,58013,59615,58517,58505,58496,58510,58506,58503,58508,58307,58536,93311,58502,58503,58534,58505,58504,58531,58309,58504,58503,58504,58563,58557,58240,58422,58503,17958,58547,58533,58543,59699,58507,58514,58531,58534,58502,58532,58501,58506,58535,59611,1,1700,58798,18053,58797,1676,59663,87003,17309,59551,58541,58532,17215,59613,14,58778,58530,18069,59569,57853,59569,59590,59593,19260,59522,58529,18565,90843,1678,7,90688,59541,58535,59566,59572,1626,59589,14,58757,19457,3,59609,59614,1676,16,1630,59681,58518,19493,10,17289,12,17313,0,58538,1612
79,195,81,18577,78,83,78,76,74,18544,18564,83,76,85,18537,18488,63707,77,75,71,78,82,73,81,88,73,79,84,76,18307,53,18380,71,85,88,97,79,74,73529,75,117459,76,79,74,79,78,74,73,75,18407,77,18448,77,59,60,79,78,76,17465,18463,17548,17194,18241,90,74,86,80,73,71,80,82,72,118679,72,73,75,73,71,77,74,71,70,73,183,183,73,76,73,73684,88,70,87,18531,75,72,72,77,73,76,73,77,83,18233,58688,63752,17872,75792,17975,62968,18262,110334,71763,18007,2,50,70560,18332,59047,17827,44,74789,18108,386,18118,18240,18211,74075,17925,54,72602,113817,62178,58442,113866,18047,58,18118,18125,63602,18148,58006,17871,75635,58622,18365,18206,63086,58696,63686,18457,51,75967,58766,71423,58783,71697,58538,0,63713
63682,63763,63684,65208,62238,63712,63677,63681,63676,65178,65197,63679,63681,63686,65189,65182,1091,63673,63679,63678,63331,63656,63672,62707,63715,63680,63682,63694,63680,65131,63669,65154,63680,63716,63692,63696,63603,63679,18875,63682,101073,63672,63686,63251,63670,63472,63682,63682,63678,65179,63685,65172,63683,63679,63679,63683,63684,63680,63372,65200,63427,63299,65101,63693,63676,63675,63682,63681,63678,63683,63477,63712,101545,63678,63678,63711,63681,63679,63709,63489,63679,63678,63679,63736,63732,63420,63595,63678,19709,63723,63709,63721,65185,63672,63687,63707,63713,63672,63709,63671,63681,63713,65100,1612,1097,64307,19753,64309,1086,65147,94792,18933,65032,63716,63706,18812,65106,1610,64280,63705,19628,65060,63301,65065,65076,65089,20873,65005,63701,20178,98720,1102,1611,98889,65034,63711,65055,65062,113,65084,1619,64258,21097,1626,65119,65106,1083,1620,192,65177,63701,21127,1616,18895,1609,18929,1612,63713,0
